Year,Org Name,Org Code,Spec Ed. Grad Rate - Grad Cohort #,Spec Ed. Grad Rate - Grad #,Spec Ed. Grad Rate - Grad %,Spec Ed. Dropout - Enr #,Spec Ed. Dropout - Drop #,Spec Ed. Dropout - Drop %,LRE Ages 6-21 - Students #,LRE Ages 6-21 - Full Incl #,LRE Ages 6-21 - Full Incl %,LRE Ages 3-5 - Students #,LRE Ages 3-5 - Full Incl #,LRE Ages 3-5 - Full Incl %,Cohort Completion Year,Substantial growth of knowledge & skills,Survey Period,Surv Meet Std #,Surv Meet Std %,Sch Yr Rev,# of Students Engaged,Dist Rate
2013,Northeast Metropolitan Regional Vocational Technical,8530000,75,71,94.70%,313,1,0.30%,313,277,88.50%,0,-,-,NA,NA,Spring 2011,12,85.60%,2012-13,37,94.90%
2012,North Shore Regional Vocational Technical,8540000,36,36,100%,140,0,0%,140,131,93.60%,0,-,-,NA,NA,Spring 2011,71,94.70%,2012-13,NR,NR
2013,North Shore Regional Vocational Technical,8540000,39,37,94.90%,140,0,0%,140,139,99.30%,0,-,-,NA,NA,Spring 2011,71,94.60%,2012-13,25,96.20%
2012,Old Colony Regional Vocational Technical,8550000,28,27,96.40%,125,0,0%,125,124,99.20%,0,-,-,NA,NA,Spring 2013,NA,NA,2010-11,22,91.70%
2013,Old Colony Regional Vocational Technical,8550000,28,28,100%,132,1,0.80%,132,129,97.70%,0,-,-,NA,NA,Spring 2013,13,86.60%,2010-11,22,91.70%
2012,Pathfinder Regional Vocational Technical,8600000,46,31,67.40%,198,6,3%,206,78,37.90%,0,-,-,NA,NA,Spring 2013,NA,NA,2010-11,22,91.70%
2013,Pathfinder Regional Vocational Technical,8600000,49,37,75.50%,194,2,1%,201,136,67.70%,0,-,-,NA,NA,Spring 2013,-,-,2010-11,22,91.70%
2012,Shawsheen Valley Regional Vocational Technical,8710000,78,75,96.20%,344,0,0%,344,264,76.70%,0,-,-,2011-12,NA,Spring 2012,19,100%,2009-10,63,87.50%
2013,Shawsheen Valley Regional Vocational Technical,8710000,84,82,97.60%,355,1,0.30%,355,274,77.20%,0,-,-,2011-12,NA,Spring 2012,19,100%,2009-10,63,87.50%
2012,Southeastern Regional Vocational Technical,8720000,81,63,77.80%,304,10,3.30%,304,274,90.10%,0,-,-,NA,NA,Spring 2011,-,-,2012-13,NR,NR
2013,Southeastern Regional Vocational Technical,8720000,85,78,91.80%,285,8,2.80%,285,230,80.70%,0,-,-,NA,NA,Spring 2011,-,-,2012-13,54,98.20%
2012,South Shore Regional Vocational Technical,8730000,48,44,91.70%,176,1,0.60%,177,72,40.70%,0,-,-,2011-12,NA,Spring 2012,-,-,2009-10,31,88.60%
2013,South Shore Regional Vocational Technical,8730000,52,46,88.50%,165,2,1.20%,166,84,50.60%,0,-,-,2011-12,NA,Spring 2012,-,-,2009-10,31,88.60%
2012,Southern Worcester County Regional Vocational Technic,8760000,51,44,86.30%,223,0,0%,223,157,70.40%,0,-,-,NA,NA,Spring 2013,NA,NA,2010-11,33,94.30%
2013,Southern Worcester County Regional Vocational Technical,8760000,61,53,86.90%,235,2,0.90%,235,160,68.10%,0,-,-,NA,NA,Spring 2013,-,-,2010-11,33,94.30%
2012,Tri County Regional Vocational Technical,8780000,65,64,98.50%,284,1,0.40%,284,282,99.30%,0,-,-,NA,NA,Spring 2013,NA,NA,2010-11,26,92.90%
2013,Tri County Regional Vocational Technical,8780000,71,65,91.50%,289,1,0.30%,289,288,99.70%,0,-,-,NA,NA,Spring 2013,-,-,2010-11,26,92.90%
2012,Upper Cape Cod Regional Vocational Technical,8790000,38,38,100%,122,0,0%,122,105,86.10%,0,-,-,NA,NA,Spring 2012,-,-,2011-12,1,100%
2013,Upper Cape Cod Regional Vocational Technical,8790000,35,35,100%,129,0,0%,129,109,84.50%,0,-,-,NA,NA,Spring 2012,-,-,2011-12,1,100%
2012,Whittier Regional Vocational Technical,8850000,78,78,100%,285,2,0.70%,285,215,75.40%,0,-,-,NA,NA,Spring 2013,NA,NA,2010-11,29,100%
2013,Whittier Regional Vocational Technical,8850000,65,63,96.90%,273,1,0.40%,273,206,75.50%,0,-,-,NA,NA,Spring 2013,21,100%,2010-11,29,100%
2012,Bristol County Agricultural,9100000,13,13,100%,NA,NA,NA,44,44,100%,0,-,-,NA,NA,Spring 2013,NA,NA,2010-11,6,100%
2013,Bristol County Agricultural,9100000,17,17,100%,43,0,0%,43,43,100%,0,-,-,NA,NA,Spring 2013,-,-,2010-11,6,100%
2012,Essex Agricultural Technical,9130000,26,25,96.20%,67,1,1.50%,67,61,91%,0,-,-,NA,NA,Spring 2013,NA,NA,2010-11,11,78.60%
2013,Essex Agricultural Technical,9130000,16,14,87.50%,63,0,0%,63,60,95.20%,0,-,-,NA,NA,Spring 2013,NA,NA,2010-11,11,78.60%
2012,Norfolk County Agricultural,9150000,22,22,100%,NA,NA,NA,61,61,100%,0,-,-,NA,NA,Spring 2012,-,-,2011-12,3,100%
2013,Norfolk County Agricultural,9150000,22,22,100%,63,0,0%,63,63,100%,0,-,-,NA,NA,Spring 2012,-,-,2011-12,3,100%
2006,Abington,10000,25,17,68%,62,2,3.20%,287,190,66.20%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Acton,20000,NA,NA,NA,NA,NA,NA,369,270,73.20%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Acushnet,30000,NA,NA,NA,NA,NA,NA,164,123,75%,-,N/A,,,,Fall 2006,47,90.4,,-,-
2006,Agawam,50000,61,37,60.70%,160,8,5%,627,371,59.20%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Amesbury,70000,34,17,50%,92,2,2.20%,370,172,46.50%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Amherst,80000,NA,NA,NA,NA,NA,NA,198,107,54%,-,N/A,,,,Fall 2006,11,73.3,,-,-
2006,Andover,90000,71,54,76.10%,233,3,1.30%,886,637,71.90%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Arlington,100000,65,45,69.20%,186,5,2.70%,682,333,48.80%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Ashland,140000,39,37,94.90%,64,0,0%,320,229,71.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Attleboro,160000,74,31,41.90%,287,21,7.30%,992,671,67.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Auburn,170000,25,20,80%,60,3,5%,243,133,54.70%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Avon,180000,6,5,83.30%,21,2,9.50%,91,13,14.30%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Ayer,190000,10,4,40%,39,1,2.60%,181,134,74%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Barnstable,200000,81,33,40.70%,179,2,1.10%,543,242,44.60%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Bedford,230000,44,32,72.70%,113,1,0.90%,411,295,71.80%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Belchertown,240000,23,19,82.60%,77,1,1.30%,379,186,49.10%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Bellingham,250000,18,13,72.20%,101,3,3%,299,189,63.20%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Belmont,260000,42,34,81%,130,2,1.50%,487,275,56.50%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Chatham,550000,12,3,25%,24,0,0%,76,23,30.30%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Berkley,270000,NA,NA,NA,NA,NA,NA,123,34,27.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Berlin,280000,NA,NA,NA,NA,NA,NA,38,30,78.90%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Beverly,300000,81,46,56.80%,211,10,4.70%,820,390,47.60%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Billerica,310000,65,38,58.50%,165,0,0%,1046,603,57.60%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Boston,350000,919,333,36.20%,3302,406,12.30%,10522,3164,30.10%,-,N/A,,,,Fall 2006,108,66.7,,-,-
2006,Bourne,360000,19,10,52.60%,89,7,7.90%,341,17,5%,-,N/A,,,,Fall 2006,55,73.3,,-,-
2006,Boxborough,370000,NA,NA,NA,NA,NA,NA,55,28,50.90%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Boxford,380000,NA,NA,NA,NA,NA,NA,111,96,86.50%,-,N/A,,,,Fall 2006,23,74.2,,-,-
2006,Boylston,390000,NA,NA,NA,NA,NA,NA,39,32,82.10%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Braintree,400000,91,75,82.40%,222,2,0.90%,928,560,60.30%,-,N/A,,,,Fall 2006,120,83.3,,-,-
2006,Brewster,410000,NA,NA,NA,NA,NA,NA,64,8,12.50%,-,N/A,,,,Fall 2006,NR,NR,,-,-
2006,Brimfield,430000,NA,NA,NA,NA,NA,NA,53,19,35.80%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Brockton,440000,145,62,42.80%,447,37,8.30%,1853,1040,56.10%,-,N/A,,,,Fall 2006,178,76.4,,-,-
2006,Brookfield,450000,NA,NA,NA,NA,NA,NA,35,25,71.40%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Brookline,460000,112,95,84.80%,332,9,2.70%,1011,322,31.80%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Burlington,480000,56,46,82.10%,94,0,0%,432,273,63.20%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Cambridge,490000,112,84,75%,302,7,2.30%,1251,880,70.30%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Canton,500000,35,26,74.30%,94,0,0%,407,263,64.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Carlisle,510000,NA,NA,NA,NA,NA,NA,75,66,88%,-,N/A,,,,Fall 2006,11,84.6,,-,-
2006,Carver,520000,19,11,57.90%,50,5,10%,264,120,45.50%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Chelmsford,560000,71,61,85.90%,218,2,0.90%,664,301,45.30%,-,N/A,,,,Fall 2006,105,82,,-,-
2006,Chelsea,570000,81,24,29.60%,201,21,10.40%,799,375,46.90%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Chicopee,610000,102,39,38.20%,345,33,9.60%,1017,411,40.40%,-,N/A,,,,Fall 2006,109,76.8,,-,-
2006,Clarksburg,630000,NA,NA,NA,NA,NA,NA,19,6,31.60%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Clinton,640000,22,18,81.80%,53,1,1.90%,259,84,32.40%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Cohasset,650000,15,14,93.30%,44,0,0%,167,142,85%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Concord,670000,NA,NA,NA,NA,NA,NA,376,200,53.20%,-,N/A,,,,Fall 2006,73,77.7,,-,-
2006,Conway,680000,NA,NA,NA,NA,NA,NA,35,13,37.10%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Danvers,710000,24,15,62.50%,107,8,7.50%,467,32,6.90%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Dartmouth,720000,49,35,71.40%,168,2,1.20%,604,344,57%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Dedham,730000,32,19,59.40%,102,9,8.80%,495,303,61.20%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Deerfield,740000,NA,NA,NA,NA,NA,NA,57,34,59.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Douglas,770000,13,9,69.20%,18,1,5.60%,128,28,21.90%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Dover,780000,NA,NA,NA,NA,NA,NA,75,57,76%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Dracut,790000,37,17,45.90%,98,7,7.10%,420,236,56.20%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Duxbury,820000,29,23,79.30%,110,1,0.90%,376,227,60.40%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,East Bridgewater,830000,22,17,77.30%,51,1,2%,233,203,87.10%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Eastham,850000,NA,NA,NA,NA,NA,NA,22,19,86.40%,-,N/A,,,,Fall 2006,NR,NR,,-,-
2006,Easthampton,860000,15,7,46.70%,60,0,0%,272,145,53.30%,-,N/A,,,,Fall 2006,41,75.9,,-,-
2006,East Longmeadow,870000,50,42,84%,186,2,1.10%,602,413,68.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Easton,880000,45,41,91.10%,157,1,0.60%,611,190,31.10%,-,N/A,,,,Fall 2006,101,77.1,,-,-
2006,Edgartown,890000,NA,NA,NA,NA,NA,NA,67,30,44.80%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Erving,910000,NA,NA,NA,NA,NA,NA,18,14,77.80%,-,N/A,,,,Fall 2006,-,-,,-,-
2006,Everett,930000,72,53,73.60%,215,8,3.70%,763,448,58.70%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Fairhaven,940000,18,11,61.10%,77,4,5.20%,329,132,40.10%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Fall River,950000,157,43,27.40%,437,72,16.50%,1484,797,53.70%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Falmouth,960000,46,28,60.90%,136,9,6.60%,596,327,54.90%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Fitchburg,970000,76,35,46.10%,198,15,7.60%,1029,385,37.40%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Florida,980000,NA,NA,NA,NA,NA,NA,14,13,92.90%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Foxborough,990000,44,37,84.10%,163,4,2.50%,492,333,67.70%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Framingham,1000000,85,55,64.70%,262,5,1.90%,1423,566,39.80%,-,N/A,,,,Fall 2006,194,79.5,,-,-
2006,Franklin,1010000,59,44,74.60%,216,5,2.30%,790,511,64.70%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Freetown,1020000,NA,NA,NA,NA,NA,NA,58,30,51.70%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Gardner,1030000,76,43,56.60%,120,19,15.80%,512,132,25.80%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Georgetown,1050000,13,11,84.60%,57,1,1.80%,173,137,79.20%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Gloucester,1070000,51,35,68.60%,234,18,7.70%,671,518,77.20%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Gosnold,1090000,NA,NA,NA,NA,NA,NA,1,-,-,-,N/A,,,,Fall 2006,-,-,,-,-
2006,Grafton,1100000,24,13,54.20%,80,3,3.80%,368,156,42.40%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Granby,1110000,16,12,75%,51,0,0%,183,69,37.70%,-,N/A,,,,Fall 2006,58,89.2,,-,-
2006,Granville,1120000,NA,NA,NA,NA,NA,NA,33,4,12.10%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Greenfield,1140000,34,10,29.40%,59,6,10.20%,266,30,11.30%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Hadley,1170000,-,-,-,15,0,0%,55,38,69.10%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Halifax,1180000,NA,NA,NA,NA,NA,NA,91,40,44%,-,N/A,,,,Fall 2006,9,64.3,,-,-
2006,Hancock,1210000,NA,NA,NA,NA,NA,NA,7,5,71.40%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Hanover,1220000,43,36,83.70%,116,2,1.70%,437,317,72.50%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Harvard,1250000,21,18,85.70%,44,0,0%,184,139,75.50%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Harwich,1260000,18,12,66.70%,63,4,6.30%,226,120,53.10%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Hatfield,1270000,-,-,-,22,0,0%,65,7,10.80%,-,N/A,,,,Fall 2006,11,64.7,,-,-
2006,Haverhill,1280000,96,25,26%,335,30,9%,1253,681,54.30%,-,N/A,,,,Fall 2006,125,71.8,,-,-
2006,Hingham,1310000,36,31,86.10%,100,1,1%,442,166,37.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Holbrook,1330000,9,3,33.30%,42,2,4.80%,222,70,31.50%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Holland,1350000,NA,NA,NA,NA,NA,NA,38,12,31.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Holliston,1360000,35,28,80%,100,0,0%,375,199,53.10%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Holyoke,1370000,93,19,20.40%,354,57,16.10%,1374,524,38.10%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Hopedale,1380000,7,5,71.40%,49,2,4.10%,186,96,51.60%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Hopkinton,1390000,43,35,81.40%,108,0,0%,369,229,62.10%,-,N/A,,,,Fall 2006,55,72.4,,-,-
2006,Hudson,1410000,28,16,57.10%,99,6,6.10%,502,325,64.70%,-,N/A,,,,Fall 2006,105,84,,-,-
2006,Hull,1420000,13,10,76.90%,55,0,0%,142,92,64.80%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Ipswich,1440000,21,18,85.70%,72,2,2.80%,272,133,48.90%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Kingston,1450000,NA,NA,NA,NA,NA,NA,132,65,49.20%,-,N/A,,,,Fall 2006,30,78.9,,-,-
2006,Lakeville,1460000,NA,NA,NA,NA,NA,NA,111,52,46.80%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Lanesborough,1480000,NA,NA,NA,NA,NA,NA,42,10,23.80%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Lawrence,1490000,111,15,13.50%,411,49,11.90%,2048,307,15%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Lee,1500000,9,8,88.90%,49,2,4.10%,121,55,45.50%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Leicester,1510000,26,16,61.50%,75,2,2.70%,278,114,41%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Lenox,1520000,8,6,75%,27,0,0%,105,64,61%,-,N/A,,,,Fall 2006,19,86.4,,-,-
2006,Leominster,1530000,89,45,50.60%,251,18,7.20%,941,245,26%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Leverett,1540000,NA,NA,NA,NA,NA,NA,29,24,82.80%,-,N/A,,,,Fall 2006,-,-,,-,-
2006,Lexington,1550000,89,64,71.90%,305,0,0%,993,663,66.80%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Lincoln,1570000,NA,NA,NA,NA,NA,NA,138,114,82.60%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Littleton,1580000,21,14,66.70%,55,0,0%,247,154,62.30%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Longmeadow,1590000,39,35,89.70%,126,0,0%,457,312,68.30%,-,N/A,,,,Fall 2006,87,66.9,,-,-
2006,Lowell,1600000,97,37,38.10%,371,36,9.70%,1817,1157,63.70%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Ludlow,1610000,68,40,58.80%,180,5,2.80%,512,108,21.10%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Lunenburg,1620000,27,19,70.40%,68,0,0%,230,124,53.90%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Lynn,1630000,209,84,40.20%,613,70,11.40%,2056,238,11.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Lynnfield,1640000,15,11,73.30%,61,1,1.60%,217,143,65.90%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Malden,1650000,60,34,56.70%,249,10,4%,900,559,62.10%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Mansfield,1670000,59,47,79.70%,212,1,0.50%,808,75,9.30%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Marblehead,1680000,55,47,85.50%,173,1,0.60%,466,271,58.20%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Marion,1690000,NA,NA,NA,NA,NA,NA,63,56,88.90%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Marlborough,1700000,43,21,48.80%,118,5,4.20%,905,515,56.90%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Marshfield,1710000,62,40,64.50%,176,7,4%,707,382,54%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Mashpee,1720000,28,22,78.60%,100,2,2%,231,57,24.70%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Norfolk,2080000,NA,NA,NA,NA,NA,NA,194,141,72.70%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Mattapoisett,1730000,NA,NA,NA,NA,NA,NA,57,46,80.70%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Maynard,1740000,14,9,64.30%,53,1,1.90%,177,102,57.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Medfield,1750000,22,17,77.30%,86,3,3.50%,333,269,80.80%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Medford,1760000,74,47,63.50%,255,14,5.50%,795,264,33.20%,-,N/A,,,,Fall 2006,85,66.4,,-,-
2006,Medway,1770000,29,25,86.20%,82,0,0%,407,235,57.70%,-,N/A,,,,Fall 2006,69,74.2,,-,-
2006,Melrose,1780000,54,40,74.10%,153,7,4.60%,567,291,51.30%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Methuen,1810000,53,27,50.90%,174,9,5.20%,834,444,53.20%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Middleborough,1820000,39,21,53.80%,142,12,8.50%,482,318,66%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Middleton,1840000,NA,NA,NA,NA,NA,NA,96,52,54.20%,-,N/A,,,,Fall 2006,17,73.9,,-,-
2006,Milford,1850000,36,26,72.20%,153,8,5.20%,579,172,29.70%,-,N/A,,,,Fall 2006,76,73.8,,-,-
2006,Millbury,1860000,21,19,90.50%,77,5,6.50%,290,153,52.80%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Millis,1870000,12,9,75%,19,0,0%,170,143,84.10%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Milton,1890000,41,27,65.90%,84,1,1.20%,553,159,28.80%,-,N/A,,,,Fall 2006,57,68.7,,-,-
2006,Monson,1910000,20,11,55%,49,1,2%,197,137,69.50%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Nahant,1960000,NA,NA,NA,NA,NA,NA,26,17,65.40%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Nantucket,1970000,18,11,61.10%,58,4,6.90%,175,55,31.40%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Natick,1980000,69,60,87%,223,3,1.30%,661,462,69.90%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Needham,1990000,45,32,71.10%,140,3,2.10%,493,399,80.90%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,New Bedford,2010000,185,48,25.90%,557,64,11.50%,2185,1236,56.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Newburyport,2040000,40,21,52.50%,106,6,5.70%,320,224,70%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Newton,2070000,253,207,81.80%,709,3,0.40%,2056,1575,76.60%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,North Adams,2090000,24,11,45.80%,57,4,7%,256,99,38.70%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Northampton,2100000,45,28,62.20%,102,5,4.90%,534,231,43.30%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,North Andover,2110000,52,36,69.20%,152,1,0.70%,506,360,71.10%,-,N/A,,,,Fall 2006,93,74.4,,-,-
2006,North Attleborough,2120000,37,23,62.20%,144,6,4.20%,733,457,62.30%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Northborough,2130000,NA,NA,NA,NA,NA,NA,226,187,82.70%,-,N/A,,,,Fall 2006,59,83.1,,-,-
2006,Northbridge,2140000,20,14,70%,87,4,4.60%,289,155,53.60%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,North Brookfield,2150000,7,3,42.90%,20,1,5%,88,56,63.60%,-,N/A,,,,Fall 2006,12,70.6,,-,-
2006,North Reading,2170000,30,26,86.70%,90,0,0%,338,255,75.40%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Norton,2180000,36,19,52.80%,122,11,9%,618,249,40.30%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Norwell,2190000,23,21,91.30%,92,0,0%,358,339,94.70%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Norwood,2200000,45,28,62.20%,140,6,4.30%,650,361,55.50%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Oak Bluffs,2210000,NA,NA,NA,NA,NA,NA,81,62,76.50%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Orange,2230000,NA,NA,NA,NA,NA,NA,113,80,70.80%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Orleans,2240000,NA,NA,NA,NA,NA,NA,46,2,4.30%,-,N/A,,,,Fall 2006,NR,NR,,-,-
2006,Oxford,2260000,34,17,50%,86,10,11.60%,303,155,51.20%,-,N/A,,,,Fall 2006,44,81.5,,-,-
2006,Palmer,2270000,11,4,36.40%,37,0,0%,325,79,24.30%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Peabody,2290000,93,48,51.60%,263,22,8.40%,977,608,62.20%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Pelham,2300000,NA,NA,NA,NA,NA,NA,22,14,63.60%,-,N/A,,,,Fall 2006,-,-,,-,-
2006,Pembroke,2310000,22,15,68.20%,85,0,0%,325,173,53.20%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Petersham,2340000,NA,NA,NA,NA,NA,NA,15,11,73.30%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Pittsfield,2360000,115,36,31.30%,358,34,9.50%,988,367,37.10%,-,N/A,,,,Fall 2006,41,68.3,,-,-
2006,City On A Hill Charter Public (District),4370000,6,4,66.70%,25,0,0%,25,21,84%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Plainville,2380000,NA,NA,NA,NA,NA,NA,93,47,50.50%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Plymouth,2390000,105,68,64.80%,331,8,2.40%,1268,696,54.90%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Plympton,2400000,NA,NA,NA,NA,NA,NA,32,23,71.90%,-,N/A,,,,Fall 2006,-,-,,-,-
2006,Provincetown,2420000,10,8,80%,23,0,0%,61,27,44.30%,-,N/A,,,,Spring 2009,NR,NR,,-,-
2006,Quincy,2430000,138,95,68.80%,419,19,4.50%,1251,559,44.70%,-,N/A,,,,Spring 2007,NR,NR,,-,-
2006,Randolph,2440000,38,17,44.70%,149,16,10.70%,703,183,26%,-,N/A,,,,Fall 2006,76,75.2,,-,-
2006,Reading,2460000,67,58,86.60%,215,2,0.90%,665,428,64.40%,-,N/A,,,,Spring 2008,NR,NR,,-,-
2006,Revere,2480000,54,20,37%,151,17,11.30%,724,185,25.60%,-,N/A,,,,Spring 2008,NR,NR,,-,-
