Web link,URN,Provision type,Registration Status,Name,Address 1,Address 2,Town,County,Postcode,Government Office Region,Local authority,Sector,Places,Event type,Inspection date,Event number,Overall effectiveness,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
Ofsted Social Care Provider Webpage,SC044880,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Brighton and Hove,Local Authority,8,Full inspection,07/07/2016,10013689,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC044963,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Essex,Local Authority,16,Full inspection,09/06/2016,10013690,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC044975,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Essex,Local Authority,12,Full inspection,19/05/2016,10013691,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC045096,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Somerset,Private,4,Full inspection,11/05/2016,10013692,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC045408,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Surrey,Local Authority,2,Interim inspection,07/06/2016,10015781,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC046276,Secure children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Devon,Local Authority,10,Full inspection,29/09/2016,10010301,Good,Good,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC046276,Secure children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Devon,Local Authority,10,Monitoring inspection,22/04/2016,10018877,,,,,
Ofsted Social Care Provider Webpage,SC046480,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Bournemouth,Private,4,Full inspection,15/04/2016,10013694,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC046524,Secure children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Sheffield,Local Authority,8,Full inspection,14/09/2016,10010299,Good,Good,,Good,Good
Ofsted Social Care Provider Webpage,SC047483,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,2,Full inspection,14/07/2016,10013696,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC047894,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Suffolk,Private,4,Full inspection,13/07/2016,10013697,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC050124,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Brent,Voluntary,5,Full inspection,20/07/2016,10013704,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC065684,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,5,Full inspection,03/08/2016,10013888,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC065780,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Wirral,Private,3,Full inspection,27/04/2016,10013890,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC065792,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Voluntary,6,Full inspection,13/09/2016,10013892,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC065855,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,3,Full inspection,25/08/2016,10013893,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC373044,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Bolton,Voluntary,4,Full inspection,03/08/2016,10014102,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC373693,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,3,Full inspection,05/07/2016,10014103,Requires improvement,,,Requires improvement,Inadequate
Ofsted Social Care Provider Webpage,SC373941,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,East Sussex,Local Authority,4,Full inspection,21/07/2016,10014104,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC373958,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,East Sussex,Local Authority,4,Full inspection,09/09/2016,10014105,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC374180,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Local Authority,6,Full inspection,08/09/2016,10014106,Outstanding,,,Outstanding,Good
Ofsted Social Care Provider Webpage,SC374268,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Sandwell,Private,3,Full inspection,04/08/2016,10014107,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC374640,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South Gloucestershire,Private,3,Full inspection,17/06/2016,10014109,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC374939,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Liverpool,Private,3,Full inspection,12/08/2016,10014110,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC375136,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Derbyshire,Private,4,Full inspection,18/05/2016,10014111,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC376676,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Essex,Private,4,Full inspection,26/07/2016,10014114,Good,,,Outstanding,Good
Ofsted Social Care Provider Webpage,SC356963,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Kirklees,Local Authority,6,Full inspection,24/08/2016,10013996,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC356963,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Kirklees,Local Authority,6,Interim inspection,01/04/2016,2460215,Declined in effectiveness,,,,
Ofsted Social Care Provider Webpage,SC357077,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottingham,Private,4,Full inspection,19/08/2016,10013997,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC357133,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Stockport,Private,3,Full inspection,12/05/2016,10013998,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC357159,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Rochdale,Private,2,Full inspection,06/07/2016,10013999,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC357468,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Rochdale,Private,1,Interim inspection,01/09/2016,10016092,Not judged,,,,
Ofsted Social Care Provider Webpage,SC357979,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Tameside,Local Authority,3,Full inspection,19/07/2016,10014003,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC358046,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Derbyshire,Private,38,Full inspection,07/06/2016,10014005,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC358266,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Wiltshire,Private,2,Monitoring inspection,05/09/2016,10022360,,,,,
Ofsted Social Care Provider Webpage,SC358266,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Wiltshire,Private,2,Full inspection,13/07/2016,10014007,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC358638,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Private,1,Full inspection,11/08/2016,10014009,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC359465,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Newcastle upon Tyne,Voluntary,14,Full inspection,07/09/2016,10014010,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC359832,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,West Sussex,Private,3,Interim inspection,31/08/2016,10016104,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC462149,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottinghamshire,Private,1,Full inspection,29/06/2016,10014756,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC424089,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Buckinghamshire,Voluntary,14,Full inspection,18/08/2016,10014421,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC424103,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Buckinghamshire,Voluntary,8,Full inspection,14/07/2016,10014422,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC424271,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Voluntary,4,Full inspection,30/06/2016,10014424,Good,,,Requires improvement,Good
Ofsted Social Care Provider Webpage,SC424759,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Kirklees,Private,3,Full inspection,11/05/2016,10014428,Outstanding,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC425071,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,6,Full inspection,24/05/2016,10014431,Good,,,Requires improvement,Good
Ofsted Social Care Provider Webpage,SC425418,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Hertfordshire,Private,4,Full inspection,25/05/2016,10014432,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC426172,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Hertfordshire,Voluntary,6,Full inspection,30/09/2016,10014437,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC426172,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Hertfordshire,Voluntary,6,Interim inspection,29/04/2016,10016530,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC426530,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Surrey,Private,3,Full inspection,08/09/2016,10014439,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC449331,Residential special school (registered as a children's home),Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South Gloucestershire,Voluntary,6,Full inspection,18/05/2016,10014592,Requires improvement,,,Requires improvement,Good
Ofsted Social Care Provider Webpage,SC449954,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottingham,Private,3,Full inspection,30/06/2016,10014593,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC450045,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Local Authority,6,Full inspection,23/06/2016,10014594,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC450992,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Dudley,Private,6,Full inspection,15/07/2016,10014597,Requires improvement,,,Requires improvement,Inadequate
Ofsted Social Care Provider Webpage,SC450994,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,4,Full inspection,29/09/2016,10014598,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC408263,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Private,5,Full inspection,05/05/2016,10014316,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC408513,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cheshire East,Private,3,Full inspection,17/08/2016,10014319,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC408584,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,3,Full inspection,11/08/2016,10014320,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC408622,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,5,Full inspection,13/05/2016,10014321,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC408655,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Hampshire,Private,7,Full inspection,01/09/2016,10014322,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC409502,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Bedford,Local Authority,5,Full inspection,22/09/2016,10014325,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC409506,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Bedford,Local Authority,7,Full inspection,10/08/2016,10014326,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC409851,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Hounslow,Private,4,Interim inspection,27/09/2016,10016420,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC409851,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Hounslow,Private,4,Full inspection,26/05/2016,10014328,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC410535,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,3,Full inspection,17/08/2016,10014330,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC410539,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,3,Full inspection,01/06/2016,10014332,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC411046,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,3,Full inspection,13/07/2016,10014335,Good,,,Requires improvement,Good
Ofsted Social Care Provider Webpage,SC411074,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Private,2,Full inspection,28/07/2016,10014337,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC411208,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Somerset,Private,4,Full inspection,14/07/2016,10014339,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC411616,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Wokingham,Private,3,Interim inspection,14/06/2016,10016432,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC032697,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,South Tyneside,Local Authority,6,Full inspection,31/08/2016,10013386,Good,,,Requires improvement,Good
Ofsted Social Care Provider Webpage,SC032715,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Sunderland,Local Authority,6,Full inspection,09/08/2016,10013388,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC032838,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cumbria,Private,8,Full inspection,13/07/2016,10013392,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC033056,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Coventry,Local Authority,4,Full inspection,15/06/2016,10013394,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC033120,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Luton,Local Authority,5,Full inspection,20/07/2016,10013395,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC033127,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,North East Lincolnshire,Local Authority,11,Full inspection,06/09/2016,10013396,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC033152,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,North Lincolnshire,Local Authority,6,Interim inspection,19/07/2016,10015485,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC476083,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cumbria,Private,3,Monitoring inspection,22/06/2016,10021096,,,,,
